Invoice Date,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice ID,Retailer ID
2021-11-11,Women's Athletic Footwear,45,500,225000,78750,35,In-store,23589451,5427
2021-11-11,Men's Apparel,55,475,261250,78375,30,In-store,58102749,5427
2021-11-11,Women's Apparel,60,575,345000,86250,25,In-store,70559047,5427
2021-12-10,Men's Street Footwear,55,800,440000,220000,50,In-store,82733583,5427
2021-12-10,Men's Athletic Footwear,45,600,270000,81000,30,In-store,24844790,5427
2021-12-10,Women's Street Footwear,45,550,247500,86625,35,In-store,90676668,3004
2021-12-10,Women's Athletic Footwear,45,500,225000,78750,35,In-store,89856502,3004
2021-12-10,Men's Apparel,55,500,275000,82500,30,In-store,50716173,3004
2021-12-10,Women's Apparel,60,600,360000,90000,25,In-store,19829049,3004
2021-01-24,Men's Street Footwear,30,350,105000,36750,35,In-store,38065957,3004
2021-01-24,Men's Athletic Footwear,40,350,140000,49000,35,In-store,35024179,3004
2021-01-24,Women's Street Footwear,40,350,140000,49000,35,In-store,88729805,3004
2021-01-24,Women's Athletic Footwear,40,200,80000,28000,35,In-store,91140938,3004
2021-01-24,Men's Apparel,45,150,67500,27000,40,In-store,96949895,3004
2021-01-24,Women's Apparel,40,400,160000,48000,30,In-store,75509318,3004
2021-02-24,Men's Street Footwear,30,450,135000,47250,35,In-store,97206033,3004
2021-02-24,Men's Athletic Footwear,40,350,140000,49000,35,In-store,94725640,3004
2021-02-24,Women's Street Footwear,40,350,140000,49000,35,In-store,53791703,3004
2021-02-24,Women's Athletic Footwear,40,200,80000,28000,35,In-store,96051061,3004
2021-02-24,Men's Apparel,45,125,56250,22500,40,In-store,84788940,3004
2021-02-24,Women's Apparel,40,325,130000,39000,30,In-store,15049604,3004
2021-03-23,Men's Street Footwear,40,475,190000,66500,35,In-store,89552328,3004
2021-03-23,Men's Athletic Footwear,50,325,162500,56875,35,In-store,90230554,3004
2021-03-23,Women's Street Footwear,55,350,192500,67375,35,In-store,66300864,3004
2021-03-23,Women's Athletic Footwear,50,250,125000,43750,35,In-store,52545919,3004
2021-03-23,Men's Apparel,55,100,55000,22000,40,In-store,69082738,3004
2021-03-23,Women's Apparel,50,300,150000,45000,30,In-store,13255409,3004
2021-04-24,Men's Street Footwear,55,475,261250,91438,35,In-store,94857433,3004
2021-04-24,Men's Athletic Footwear,60,275,165000,57750,35,In-store,10127834,3004
2021-04-24,Women's Street Footwear,60,325,195000,68250,35,In-store,50077344,3004
2021-04-24,Women's Athletic Footwear,45,225,101250,35438,35,In-store,22849549,3004
2021-04-24,Men's Apparel,50,125,62500,25000,40,In-store,55797477,3004
2021-04-24,Women's Apparel,65,300,195000,58500,30,In-store,52413351,3004
2021-05-25,Men's Street Footwear,50,500,250000,87500,35,In-store,25718140,3004
2021-05-25,Men's Athletic Footwear,55,350,192500,67375,35,In-store,77037241,3004
2021-05-25,Women's Street Footwear,55,350,192500,67375,35,In-store,40225877,3004
2021-05-25,Women's Athletic Footwear,50,275,137500,48125,35,In-store,89457683,3004
2021-05-25,Men's Apparel,45,175,78750,31500,40,In-store,33665532,3004
2021-05-25,Women's Apparel,60,525,315000,94500,30,In-store,53766725,3004
2021-06-24,Men's Street Footwear,55,775,426250,149188,35,In-store,92329360,3004
2021-06-24,Men's Athletic Footwear,65,650,422500,147875,35,In-store,16097474,3004
2021-06-24,Women's Street Footwear,80,650,520000,182000,35,In-store,67864006,3004
2021-06-24,Women's Athletic Footwear,80,525,420000,147000,35,In-store,53496607,3004
2021-06-24,Men's Apparel,90,400,360000,144000,40,In-store,32229948,3004
2021-06-24,Women's Apparel,105,700,735000,220500,30,In-store,70749010,3004
2021-07-23,Men's Street Footwear,85,850,722500,252875,35,In-store,68936716,3004
2021-07-23,Men's Athletic Footwear,90,700,630000,220500,35,In-store,22239887,3004
2021-07-23,Women's Street Footwear,90,650,585000,204750,35,In-store,67357348,3004
2021-07-23,Women's Athletic Footwear,85,550,467500,163625,35,In-store,15803580,3004
2021-07-23,Men's Apparel,90,600,540000,216000,40,In-store,89744429,3004
2021-07-23,Women's Apparel,105,600,630000,189000,30,In-store,80953793,3004
2021-08-24,Men's Street Footwear,90,800,720000,252000,35,In-store,88730792,3004
2021-08-24,Men's Athletic Footwear,80,775,620000,217000,35,In-store,63304059,3004
2021-08-24,Women's Street Footwear,70,650,455000,159250,35,In-store,47037845,3004
2021-08-24,Women's Athletic Footwear,70,425,297500,104125,35,In-store,42581810,3004
2021-08-24,Men's Apparel,70,425,297500,119000,40,In-store,69302771,3004
2021-08-24,Women's Apparel,75,250,187500,56250,30,In-store,25898096,3004
2021-09-25,Men's Street Footwear,50,450,225000,78750,35,In-store,68189018,3004
2021-09-25,Men's Athletic Footwear,55,450,247500,86625,35,In-store,25312581,3004
2021-09-25,Women's Street Footwear,50,250,125000,43750,35,In-store,89213870,3004
2021-09-25,Women's Athletic Footwear,50,200,100000,35000,35,In-store,50093466,3004
2021-09-25,Men's Apparel,60,225,135000,54000,40,In-store,68484266,3004
2021-09-25,Women's Apparel,45,250,112500,33750,30,In-store,39911676,3004
2021-10-24,Men's Street Footwear,40,350,140000,49000,35,In-store,77484813,3004
2021-10-24,Men's Athletic Footwear,55,525,288750,101063,35,In-store,80125423,3004
2021-10-24,Women's Street Footwear,50,350,175000,61250,35,In-store,59457403,3004
2021-10-24,Women's Athletic Footwear,45,325,146250,51188,35,In-store,94417410,3004
2021-10-24,Men's Apparel,55,300,165000,66000,40,In-store,91640832,3004
2021-10-24,Women's Apparel,60,350,210000,63000,30,In-store,89654299,3004
2021-11-24,Men's Street Footwear,45,575,258750,90563,35,In-store,76296083,3004
2021-11-24,Men's Athletic Footwear,50,650,325000,113750,35,In-store,41021526,3004
2021-11-24,Women's Street Footwear,45,475,213750,74813,35,In-store,16635517,3004
2021-11-24,Women's Athletic Footwear,55,450,247500,86625,35,In-store,42254146,3004
2021-11-24,Men's Apparel,75,425,318750,127500,40,In-store,42671083,3004
2021-11-24,Women's Apparel,80,550,440000,132000,30,In-store,28743316,3004
2021-12-23,Men's Street Footwear,65,750,487500,170625,35,In-store,53193758,3004
2021-12-23,Men's Athletic Footwear,75,750,562500,196875,35,In-store,24407823,3004
2021-12-23,Women's Street Footwear,70,550,385000,134750,35,In-store,91620307,2164
2021-12-23,Women's Athletic Footwear,70,550,385000,134750,35,In-store,46851254,2164
2021-12-23,Men's Apparel,80,475,380000,152000,40,In-store,93691669,2164
2021-12-23,Women's Apparel,85,575,488750,146625,30,In-store,75648650,2164
2021-01-19,Men's Street Footwear,35,750,262500,131250,50,In-store,14614886,2164
2021-01-19,Men's Athletic Footwear,35,550,192500,77000,40,In-store,13218443,2164
2021-01-19,Women's Street Footwear,25,550,137500,41250,30,In-store,59013145,2164
2021-01-19,Women's Athletic Footwear,30,400,120000,42000,35,In-store,20683729,2164
2021-01-19,Men's Apparel,45,450,202500,81000,40,In-store,84074986,2164
2021-01-19,Women's Apparel,35,550,192500,105875,55,In-store,89623410,2164
2021-02-17,Men's Street Footwear,35,800,280000,140000,50,In-store,80413661,2164
2021-02-17,Men's Athletic Footwear,35,450,157500,63000,40,In-store,63837674,2164
2021-02-17,Women's Street Footwear,25,500,125000,37500,30,In-store,99326608,2164
2021-02-17,Women's Athletic Footwear,30,375,112500,39375,35,In-store,73147500,2164
2021-02-17,Men's Apparel,45,450,202500,81000,40,In-store,42932781,2164
2021-02-17,Women's Apparel,35,550,192500,105875,55,In-store,55745297,2164
2021-03-15,Men's Street Footwear,35,770,269500,134750,50,In-store,74416048,2164
2021-03-15,Men's Athletic Footwear,35,450,157500,63000,40,In-store,36952567,2164
2021-03-15,Women's Street Footwear,25,475,118750,35625,30,In-store,72605902,2164
2021-03-15,Women's Athletic Footwear,30,325,97500,34125,35,In-store,89449578,2164
2021-03-15,Men's Apparel,45,375,168750,67500,40,In-store,41615728,2164
2021-03-15,Women's Apparel,35,475,166250,91438,55,In-store,17518487,2164
2021-04-16,Men's Street Footwear,35,725,253750,126875,50,In-store,25757365,2164
2021-04-16,Men's Athletic Footwear,40,425,170000,68000,40,In-store,67088709,2164
2021-04-16,Women's Street Footwear,30,450,135000,40500,30,In-store,13631901,2164
2021-04-16,Women's Athletic Footwear,35,375,131250,45938,35,In-store,43410137,2164
2021-04-16,Men's Apparel,50,400,200000,80000,40,In-store,17719642,2164
2021-04-16,Women's Apparel,40,525,210000,115500,55,In-store,24535793,2164
2021-05-15,Men's Street Footwear,50,795,397500,198750,50,In-store,13059153,2164
2021-05-15,Men's Athletic Footwear,50,500,250000,100000,40,In-store,53918162,2164
2021-05-15,Women's Street Footwear,45,475,213750,64125,30,In-store,48438295,2164
2021-05-15,Women's Athletic Footwear,45,450,202500,70875,35,In-store,71324890,2164
2021-05-15,Men's Apparel,55,475,261250,104500,40,In-store,90781416,2164
2021-05-15,Women's Apparel,60,575,345000,189750,55,In-store,98325142,2164
2021-06-17,Men's Street Footwear,55,825,453750,226875,50,In-store,11514731,2164
2021-06-17,Men's Athletic Footwear,50,575,287500,115000,40,In-store,99650618,2164
2021-06-17,Women's Street Footwear,45,550,247500,74250,30,In-store,24086955,2164
2021-06-17,Women's Athletic Footwear,45,525,236250,82688,35,In-store,73693136,2164
2021-06-17,Men's Apparel,60,525,315000,126000,40,In-store,31416291,2164
2021-06-17,Women's Apparel,65,675,438750,241313,55,In-store,53059665,2164
2021-07-15,Men's Street Footwear,60,900,540000,270000,50,In-store,43143663,2164
2021-07-15,Men's Athletic Footwear,55,650,357500,143000,40,In-store,51137202,2164
2021-07-15,Women's Street Footwear,50,575,287500,86250,30,In-store,86524540,2164
2021-07-15,Women's Athletic Footwear,50,525,262500,91875,35,In-store,18911888,2164
2021-07-15,Men's Apparel,60,550,330000,132000,40,In-store,18256002,2164
2021-07-15,Women's Apparel,65,725,471250,259188,55,In-store,35536259,2164
2021-08-16,Men's Street Footwear,60,875,525000,262500,50,In-store,79126360,2164
2021-08-16,Men's Athletic Footwear,55,650,357500,143000,40,In-store,35568205,2164
2021-08-16,Women's Street Footwear,45,575,258750,77625,30,In-store,46145921,2164
2021-08-16,Women's Athletic Footwear,35,525,183750,64313,35,In-store,32929996,2164
2021-08-16,Men's Apparel,45,500,225000,90000,40,In-store,88475169,2164
2021-08-16,Women's Apparel,50,675,337500,185625,55,In-store,56229768,2164
2021-09-15,Men's Street Footwear,45,800,360000,180000,50,In-store,89769894,2164
2021-09-15,Men's Athletic Footwear,40,600,240000,96000,40,In-store,87063427,2164
2021-09-15,Women's Street Footwear,35,500,175000,52500,30,In-store,13554391,2164
2021-09-15,Women's Athletic Footwear,35,475,166250,58188,35,In-store,89652306,2164
2021-09-15,Men's Apparel,45,475,213750,85500,40,In-store,68902339,2164
2021-09-15,Women's Apparel,50,575,287500,158125,55,In-store,78265939,2164
2021-10-17,Men's Street Footwear,50,750,375000,187500,50,In-store,90900435,2164
2021-10-17,Men's Athletic Footwear,40,575,230000,92000,40,In-store,71984568,2164
2021-10-17,Women's Street Footwear,40,425,170000,51000,30,In-store,81142107,2164
2021-10-17,Women's Athletic Footwear,40,400,160000,56000,35,In-store,11521800,2164
2021-10-17,Men's Apparel,50,400,200000,80000,40,In-store,22849155,2164
2021-10-17,Women's Apparel,55,525,288750,158813,55,In-store,35325802,2164
2021-11-16,Men's Street Footwear,50,675,337500,168750,50,In-store,61193171,2164
2021-11-16,Men's Athletic Footwear,45,500,225000,90000,40,In-store,22917002,2164
2021-11-16,Women's Street Footwear,45,445,200250,60075,30,In-store,30829913,2164
2021-11-16,Women's Athletic Footwear,45,475,213750,74813,35,In-store,73676235,2164
2021-11-16,Men's Apparel,60,450,270000,108000,40,In-store,74381891,2164
2021-11-16,Women's Apparel,65,625,406250,223438,55,In-store,18336000,2164
2021-12-15,Men's Street Footwear,60,850,510000,255000,50,In-store,72639921,2164
2021-12-15,Men's Athletic Footwear,50,650,325000,130000,40,In-store,59742420,2164
2021-12-15,Women's Street Footwear,50,600,300000,90000,30,In-store,59305753,3004
2021-12-15,Women's Athletic Footwear,50,550,275000,96250,35,In-store,28723561,3004
2021-12-15,Men's Apparel,60,550,330000,132000,40,In-store,41465368,3004
2021-12-15,Women's Apparel,65,650,422500,232375,55,In-store,83555327,3004
2021-01-18,Men's Street Footwear,30,625,187500,75000,40,In-store,32056385,3004
2021-01-18,Men's Athletic Footwear,30,425,127500,44625,35,In-store,75433866,3004
2021-01-18,Women's Street Footwear,20,425,85000,29750,35,In-store,97794937,3004
2021-01-18,Women's Athletic Footwear,25,275,68750,27500,40,In-store,22350180,3004
2021-01-18,Men's Apparel,40,325,130000,45500,35,In-store,81174688,3004
2021-01-18,Women's Apparel,30,425,127500,63750,50,In-store,40251930,3004
2021-02-18,Men's Street Footwear,30,675,202500,81000,40,In-store,86034297,3004
2021-02-18,Men's Athletic Footwear,30,325,97500,34125,35,In-store,79896282,3004
2021-02-18,Women's Street Footwear,20,375,75000,26250,35,In-store,97142444,3004
2021-02-18,Women's Athletic Footwear,25,250,62500,25000,40,In-store,30572064,3004
2021-02-18,Men's Apparel,40,325,130000,45500,35,In-store,51172368,3004
2021-02-18,Women's Apparel,30,400,120000,60000,50,In-store,80809024,3004
2021-03-17,Men's Street Footwear,35,620,217000,86800,40,In-store,68323111,3004
2021-03-17,Men's Athletic Footwear,35,300,105000,36750,35,In-store,61541574,3004
2021-03-17,Women's Street Footwear,25,350,87500,30625,35,In-store,72753832,3004
2021-03-17,Women's Athletic Footwear,30,200,60000,24000,40,In-store,89635817,3004
2021-03-17,Men's Apparel,45,250,112500,39375,35,In-store,69070362,3004
2021-03-17,Women's Apparel,35,350,122500,61250,50,In-store,25660311,3004
2021-04-18,Men's Street Footwear,35,575,201250,80500,40,In-store,74059983,3004
2021-04-18,Men's Athletic Footwear,30,275,82500,28875,35,In-store,45319892,3004
2021-04-18,Women's Street Footwear,20,275,55000,19250,35,In-store,41056194,3004
2021-04-18,Women's Athletic Footwear,25,200,50000,20000,40,In-store,84001729,3004
2021-04-18,Men's Apparel,40,225,90000,31500,35,In-store,80761924,3004
2021-04-18,Women's Apparel,30,350,105000,52500,50,In-store,72419362,3004
2021-05-19,Men's Street Footwear,40,620,248000,99200,40,In-store,80071123,3004
2021-05-19,Men's Athletic Footwear,35,325,113750,39813,35,In-store,49972431,3004
2021-05-19,Women's Street Footwear,30,300,90000,31500,35,In-store,97736335,3004
2021-05-19,Women's Athletic Footwear,30,225,67500,27000,40,In-store,32991310,3004
2021-05-19,Men's Apparel,45,250,112500,39375,35,In-store,19660589,3004
2021-05-19,Women's Apparel,50,350,175000,87500,50,In-store,51058426,3004
2021-06-18,Men's Street Footwear,35,600,210000,84000,40,In-store,90810914,3004
2021-06-18,Men's Athletic Footwear,30,350,105000,36750,35,In-store,41604380,3004
2021-06-18,Women's Street Footwear,25,375,93750,32813,35,In-store,20802716,3004
2021-06-18,Women's Athletic Footwear,25,350,87500,35000,40,In-store,25580655,3004
2021-06-18,Men's Apparel,40,350,140000,49000,35,In-store,45865675,3004
2021-06-18,Women's Apparel,45,525,236250,118125,50,In-store,58475373,3004
2021-07-17,Men's Street Footwear,40,750,300000,120000,40,In-store,98949534,3004
2021-07-17,Men's Athletic Footwear,35,500,175000,61250,35,In-store,37593552,3004
2021-07-17,Women's Street Footwear,30,425,127500,44625,35,In-store,65391463,3004
2021-07-17,Women's Athletic Footwear,30,375,112500,45000,40,In-store,39613280,3004
2021-07-17,Men's Apparel,40,375,150000,52500,35,In-store,56018327,3004
2021-07-17,Women's Apparel,45,550,247500,123750,50,In-store,34876550,3004
2021-08-18,Men's Street Footwear,40,700,280000,112000,40,In-store,22887359,3004
2021-08-18,Men's Athletic Footwear,40,475,190000,66500,35,In-store,91238366,3004
2021-08-18,Women's Street Footwear,35,400,140000,49000,35,In-store,76093275,3004
2021-08-18,Women's Athletic Footwear,25,325,81250,32500,40,In-store,68812547,3004
2021-08-18,Men's Apparel,35,300,105000,36750,35,In-store,53270297,3004
2021-08-18,Women's Apparel,40,475,190000,95000,50,In-store,20197358,3004
2021-09-19,Men's Street Footwear,35,600,210000,84000,40,In-store,16642874,3004
2021-09-19,Men's Athletic Footwear,30,400,120000,42000,35,In-store,92801126,3004
2021-09-19,Women's Street Footwear,15,300,45000,15750,35,In-store,93119707,3004
2021-09-19,Women's Athletic Footwear,15,275,41250,16500,40,In-store,13889393,3004
2021-09-19,Men's Apparel,25,275,68750,24063,35,In-store,29507956,3004
2021-09-19,Women's Apparel,30,350,105000,52500,50,In-store,67103557,3004
2021-10-18,Men's Street Footwear,35,525,183750,73500,40,In-store,16040537,3004
2021-10-18,Men's Athletic Footwear,25,350,87500,30625,35,In-store,24840892,3004
2021-10-18,Women's Street Footwear,25,250,62500,21875,35,In-store,77931592,3004
2021-10-18,Women's Athletic Footwear,25,225,56250,22500,40,In-store,55124881,3004
2021-10-18,Men's Apparel,35,225,78750,27563,35,In-store,11121195,3004
2021-10-18,Women's Apparel,40,350,140000,70000,50,In-store,67095437,3004
2021-11-18,Men's Street Footwear,35,500,175000,70000,40,In-store,70588142,3004
2021-11-18,Men's Athletic Footwear,25,350,87500,30625,35,In-store,64870543,3004
2021-11-18,Women's Street Footwear,25,295,73750,25813,35,In-store,42027724,3004
2021-11-18,Women's Athletic Footwear,25,325,81250,32500,40,In-store,91469989,3004
2021-11-18,Men's Apparel,45,300,135000,47250,35,In-store,41851428,3004
2021-11-18,Women's Apparel,50,400,200000,100000,50,In-store,31939511,3004
2021-12-17,Men's Street Footwear,45,650,292500,117000,40,In-store,34315992,3004
2021-12-17,Men's Athletic Footwear,35,450,157500,55125,35,In-store,80310132,3004
2021-12-17,Women's Street Footwear,35,400,140000,49000,35,In-store,43724251,3199
2021-12-17,Women's Athletic Footwear,35,350,122500,49000,40,In-store,84155667,3199
2021-12-17,Men's Apparel,45,350,157500,55125,35,In-store,96638675,3199
2021-12-17,Women's Apparel,50,450,225000,112500,50,In-store,93378135,3199
2021-01-11,Men's Street Footwear,25,675,168750,67500,40,In-store,79729799,3199
2021-01-11,Men's Athletic Footwear,25,475,118750,41563,35,In-store,24325257,3199
2021-01-11,Women's Street Footwear,15,475,71250,24938,35,In-store,86308660,3199
2021-01-11,Women's Athletic Footwear,20,325,65000,26000,40,In-store,69879404,3199
2021-01-11,Men's Apparel,35,375,131250,45938,35,In-store,18366240,3199
2021-01-11,Women's Apparel,25,475,118750,59375,50,In-store,80891205,3199
2021-02-11,Men's Street Footwear,25,725,181250,72500,40,In-store,97436433,3199
2021-02-11,Men's Athletic Footwear,25,375,93750,32813,35,In-store,89413660,3199
2021-02-11,Women's Street Footwear,15,425,63750,22313,35,In-store,66487034,3199
2021-02-11,Women's Athletic Footwear,20,300,60000,24000,40,In-store,88851528,3199
2021-02-11,Men's Apparel,35,375,131250,45938,35,In-store,20259149,3199
2021-02-11,Women's Apparel,25,450,112500,56250,50,In-store,10306000,3199
2021-03-10,Men's Street Footwear,30,670,201000,80400,40,In-store,13720592,3199
2021-03-10,Men's Athletic Footwear,30,350,105000,36750,35,In-store,43162889,3199
2021-03-10,Women's Street Footwear,20,400,80000,28000,35,In-store,71610822,3199
2021-03-10,Women's Athletic Footwear,25,250,62500,25000,40,In-store,95331594,3199
2021-03-10,Men's Apparel,40,300,120000,42000,35,In-store,95562445,3199
2021-03-10,Women's Apparel,30,400,120000,60000,50,In-store,18141678,3199
2021-04-11,Men's Street Footwear,30,625,187500,75000,40,In-store,21019133,3199
2021-04-11,Men's Athletic Footwear,25,325,81250,28438,35,In-store,71454283,3199
2021-04-11,Women's Street Footwear,15,325,48750,17063,35,In-store,83232549,3199
2021-04-11,Women's Athletic Footwear,20,250,50000,20000,40,In-store,95202087,3199
2021-04-11,Men's Apparel,35,275,96250,33688,35,In-store,77462126,3199
2021-04-11,Women's Apparel,25,400,100000,50000,50,In-store,75982940,3199
2021-05-12,Men's Street Footwear,35,670,234500,93800,40,In-store,62721038,3199
2021-05-12,Men's Athletic Footwear,30,375,112500,39375,35,In-store,22411978,3199
2021-05-12,Women's Street Footwear,25,350,87500,30625,35,In-store,91629556,3199
2021-05-12,Women's Athletic Footwear,25,275,68750,27500,40,In-store,63436954,3199
2021-05-12,Men's Apparel,40,300,120000,42000,35,In-store,70902603,3199
2021-05-12,Women's Apparel,45,400,180000,90000,50,In-store,15325515,3199
2021-06-11,Men's Street Footwear,30,650,195000,78000,40,In-store,77504388,3199
2021-06-11,Men's Athletic Footwear,25,400,100000,35000,35,In-store,17642954,3199
2021-06-11,Women's Street Footwear,20,425,85000,29750,35,In-store,72404929,3199
2021-06-11,Women's Athletic Footwear,20,400,80000,32000,40,In-store,54623324,3199
2021-06-11,Men's Apparel,35,400,140000,49000,35,In-store,79604451,3199
2021-06-11,Women's Apparel,40,575,230000,115000,50,In-store,15452463,3199
2021-07-10,Men's Street Footwear,35,800,280000,112000,40,In-store,87135395,3199
2021-07-10,Men's Athletic Footwear,30,550,165000,57750,35,In-store,49647515,3199
2021-07-10,Women's Street Footwear,25,475,118750,41563,35,In-store,70971929,3199
2021-07-10,Women's Athletic Footwear,25,425,106250,42500,40,In-store,66506050,3199
2021-07-10,Men's Apparel,35,425,148750,52063,35,In-store,76422523,3199
2021-07-10,Women's Apparel,40,600,240000,120000,50,In-store,72655826,3199
2021-08-11,Men's Street Footwear,35,750,262500,105000,40,In-store,62564163,3199
2021-08-11,Men's Athletic Footwear,35,525,183750,64313,35,In-store,63081244,3199
2021-08-11,Women's Street Footwear,30,450,135000,47250,35,In-store,29215726,3199
2021-08-11,Women's Athletic Footwear,20,375,75000,30000,40,In-store,58526892,3199
2021-08-11,Men's Apparel,30,350,105000,36750,35,In-store,81129816,3199
2021-08-11,Women's Apparel,35,525,183750,91875,50,In-store,20018645,3199
2021-09-12,Men's Street Footwear,30,650,195000,78000,40,In-store,51213499,3199
2021-09-12,Men's Athletic Footwear,25,450,112500,39375,35,In-store,37112319,3199
2021-09-12,Women's Street Footwear,10,350,35000,12250,35,In-store,57315382,3199
2021-09-12,Women's Athletic Footwear,10,325,32500,13000,40,In-store,45798610,3199
2021-09-12,Men's Apparel,20,325,65000,22750,35,In-store,85747614,3199
2021-09-12,Women's Apparel,25,400,100000,50000,50,In-store,46171822,3199
2021-10-11,Men's Street Footwear,30,575,172500,69000,40,In-store,60660282,3199
2021-10-11,Men's Athletic Footwear,20,400,80000,28000,35,In-store,32796162,3199
2021-10-11,Women's Street Footwear,20,300,60000,21000,35,In-store,67554476,3199
2021-10-11,Women's Athletic Footwear,20,275,55000,22000,40,In-store,66893571,3199
2021-10-11,Men's Apparel,30,275,82500,28875,35,In-store,68832396,3199
2021-10-11,Women's Apparel,35,400,140000,70000,50,In-store,43382769,3199
2021-11-11,Men's Street Footwear,30,550,165000,66000,40,In-store,53437946,3199
2021-11-11,Men's Athletic Footwear,20,400,80000,28000,35,In-store,18528743,3199
2021-11-11,Women's Street Footwear,20,345,69000,24150,35,In-store,80564264,3199
2021-11-11,Women's Athletic Footwear,20,375,75000,30000,40,In-store,17321308,3199
2021-11-11,Men's Apparel,40,350,140000,49000,35,In-store,76376669,3199
2021-11-11,Women's Apparel,45,450,202500,101250,50,In-store,47840861,3199
2021-12-10,Men's Street Footwear,40,700,280000,112000,40,In-store,64183289,3199
2021-12-10,Men's Athletic Footwear,30,500,150000,52500,35,In-store,29402062,3199
2021-12-10,Women's Street Footwear,30,450,135000,47250,35,In-store,24788521,3199
2021-12-10,Women's Athletic Footwear,30,400,120000,48000,40,In-store,62648135,3199
2021-12-10,Men's Apparel,40,400,160000,56000,35,In-store,97634180,3199
2021-12-10,Women's Apparel,45,500,225000,112500,50,In-store,31808286,3199
2021-01-24,Men's Street Footwear,30,350,105000,36750,35,In-store,75522059,3199
2021-01-24,Men's Athletic Footwear,40,350,140000,49000,35,In-store,74681671,3199
2021-01-24,Women's Street Footwear,40,350,140000,49000,35,In-store,39804014,3199
2021-01-24,Women's Athletic Footwear,40,200,80000,28000,35,In-store,34517393,3199
2021-01-24,Men's Apparel,45,150,67500,27000,40,In-store,15810264,3199
2021-01-24,Women's Apparel,40,400,160000,48000,30,In-store,20639445,3199
2021-02-24,Men's Street Footwear,30,450,135000,47250,35,In-store,89125611,3199
2021-02-24,Men's Athletic Footwear,40,350,140000,49000,35,In-store,80012790,3199
2021-02-24,Women's Street Footwear,40,350,140000,49000,35,In-store,85160288,3199
2021-02-24,Women's Athletic Footwear,40,200,80000,28000,35,In-store,39019493,3199
2021-02-24,Men's Apparel,45,125,56250,22500,40,In-store,16228697,3199
2021-02-24,Women's Apparel,40,325,130000,39000,30,In-store,88495513,3199
2021-03-23,Men's Street Footwear,40,475,190000,66500,35,In-store,75009607,3199
2021-03-23,Men's Athletic Footwear,50,325,162500,56875,35,In-store,58525790,3199
2021-03-23,Women's Street Footwear,55,350,192500,67375,35,In-store,14736891,3199
2021-03-23,Women's Athletic Footwear,50,250,125000,43750,35,In-store,50836345,3199
2021-03-23,Men's Apparel,55,100,55000,22000,40,In-store,59002124,3199
2021-03-23,Women's Apparel,50,300,150000,45000,30,In-store,63449706,3199
2021-04-24,Men's Street Footwear,55,475,261250,91438,35,In-store,33255801,3199
2021-04-24,Men's Athletic Footwear,60,275,165000,57750,35,In-store,26505776,3199
2021-04-24,Women's Street Footwear,60,325,195000,68250,35,In-store,67639749,3199
2021-04-24,Women's Athletic Footwear,45,225,101250,35438,35,In-store,14587355,3199
2021-04-24,Men's Apparel,50,125,62500,25000,40,In-store,66399757,3199
2021-04-24,Women's Apparel,65,300,195000,58500,30,In-store,18134614,3199
2021-05-25,Men's Street Footwear,50,500,250000,87500,35,In-store,94996842,3199
2021-05-25,Men's Athletic Footwear,55,350,192500,67375,35,In-store,11369465,3199
2021-05-25,Women's Street Footwear,55,350,192500,67375,35,In-store,45844883,3199
2021-05-25,Women's Athletic Footwear,50,275,137500,48125,35,In-store,82847332,3199
2021-05-25,Men's Apparel,45,175,78750,31500,40,In-store,25245243,3199
2021-05-25,Women's Apparel,60,525,315000,94500,30,In-store,54054492,3199
2021-06-24,Men's Street Footwear,55,775,426250,149188,35,In-store,75619447,3199
2021-06-24,Men's Athletic Footwear,65,650,422500,147875,35,In-store,32524889,3199
2021-06-24,Women's Street Footwear,80,650,520000,182000,35,In-store,56783633,3199
2021-06-24,Women's Athletic Footwear,80,525,420000,147000,35,In-store,36424958,3199
2021-06-24,Men's Apparel,90,400,360000,144000,40,In-store,20376253,3199
2021-06-24,Women's Apparel,105,700,735000,220500,30,In-store,39064682,3199
2021-07-23,Men's Street Footwear,85,850,722500,252875,35,In-store,36590854,3199
2021-07-23,Men's Athletic Footwear,90,700,630000,220500,35,In-store,28315252,3199
2021-07-23,Women's Street Footwear,90,650,585000,204750,35,In-store,73475088,3199
2021-07-23,Women's Athletic Footwear,85,550,467500,163625,35,In-store,42696015,3199
2021-07-23,Men's Apparel,90,600,540000,216000,40,In-store,28468974,3199
2021-07-23,Women's Apparel,105,600,630000,189000,30,In-store,95555013,3199
2021-08-24,Men's Street Footwear,90,800,720000,252000,35,In-store,52102981,3199
2021-08-24,Men's Athletic Footwear,80,775,620000,217000,35,In-store,78353005,3199
2021-08-24,Women's Street Footwear,70,650,455000,159250,35,In-store,60304242,3199
2021-08-24,Women's Athletic Footwear,70,425,297500,104125,35,In-store,93302061,3199
2021-08-24,Men's Apparel,70,425,297500,119000,40,In-store,48391640,3199
2021-08-24,Women's Apparel,75,250,187500,56250,30,In-store,78963160,3199
2021-09-25,Men's Street Footwear,50,450,225000,78750,35,In-store,59973691,3199
2021-09-25,Men's Athletic Footwear,55,450,247500,86625,35,In-store,45591069,3199
2021-09-25,Women's Street Footwear,50,250,125000,43750,35,In-store,42978546,3199
