Retailer,Region,State,City,Operating Profit,Operating Margin,Retailer ID
Amazon,Southeast,North Carolina,Charlotte,74813,35,2788
Amazon,Southeast,North Carolina,Charlotte,100625,50,2788
Amazon,Southeast,North Carolina,Charlotte,115500,40,2788
Amazon,Southeast,North Carolina,Charlotte,58188,35,2788
Amazon,Southeast,North Carolina,Charlotte,52500,40,2788
Amazon,Midwest,Ohio,Columbus,45000,40,2788
Amazon,Midwest,Ohio,Columbus,70875,35,2788
Amazon,Midwest,Ohio,Columbus,82500,50,2788
Amazon,Midwest,Ohio,Columbus,92400,40,2788
Amazon,Midwest,Ohio,Columbus,47250,35,2788
Amazon,Midwest,Ohio,Columbus,38000,40,2788
Amazon,Midwest,Ohio,Columbus,32500,40,2788
Amazon,Midwest,Ohio,Columbus,52500,35,2788
Amazon,Midwest,Ohio,Columbus,71250,50,2788
Amazon,Midwest,Ohio,Columbus,87000,40,2788
Amazon,Midwest,Ohio,Columbus,44625,35,2788
Amazon,Midwest,Ohio,Columbus,34000,40,2788
Amazon,Midwest,Ohio,Columbus,35000,40,2788
Amazon,Midwest,Ohio,Columbus,59063,35,2788
Amazon,Midwest,Ohio,Columbus,91875,50,2788
Amazon,Midwest,Ohio,Columbus,143100,40,2788
Amazon,Midwest,Ohio,Columbus,78750,35,2788
Amazon,Midwest,Ohio,Columbus,76000,40,2788
Amazon,Midwest,Ohio,Columbus,68000,40,2788
Amazon,Midwest,Ohio,Columbus,78750,35,2788
Amazon,Midwest,Ohio,Columbus,151250,50,2788
Amazon,Midwest,Ohio,Columbus,160000,40,2788
Amazon,Midwest,Ohio,Columbus,86625,35,2788
Amazon,Midwest,Ohio,Columbus,105000,40,2788
Amazon,Midwest,Ohio,Columbus,100000,40,2788
Amazon,Midwest,Ohio,Columbus,113750,35,2788
Amazon,Midwest,Ohio,Columbus,236250,50,2788
Amazon,Midwest,Ohio,Columbus,234000,40,2788
Amazon,Midwest,Ohio,Columbus,136500,35,2788
Amazon,Midwest,Ohio,Columbus,126500,40,2788
Amazon,Midwest,Ohio,Columbus,115500,40,2788
Amazon,Midwest,Ohio,Columbus,125125,35,2788
Amazon,Midwest,Ohio,Columbus,253750,50,2788
Amazon,Midwest,Ohio,Columbus,227500,40,2788
Amazon,Midwest,Ohio,Columbus,136500,35,2788
Amazon,Midwest,Ohio,Columbus,126500,40,2788
Amazon,Midwest,Ohio,Columbus,94500,40,2788
Amazon,Midwest,Ohio,Columbus,96250,35,2788
Amazon,Midwest,Ohio,Columbus,202500,50,2788
Amazon,Midwest,Ohio,Columbus,170500,40,2788
Amazon,Midwest,Ohio,Columbus,100625,35,2788
Amazon,Midwest,Ohio,Columbus,47500,40,2788
Amazon,Midwest,Ohio,Columbus,45000,40,2788
Amazon,Midwest,Ohio,Columbus,55125,35,2788
Amazon,Midwest,Ohio,Columbus,110000,50,2788
Amazon,Midwest,Ohio,Columbus,116000,40,2788
Amazon,Midwest,Ohio,Columbus,57750,35,2788
Amazon,Midwest,Ohio,Columbus,51000,40,2788
Amazon,Midwest,Ohio,Columbus,48000,40,2788
Amazon,Midwest,Ohio,Columbus,56000,35,2788
Amazon,Midwest,Ohio,Columbus,105000,50,2788
Amazon,Midwest,Ohio,Columbus,94500,40,2788
Amazon,Midwest,Ohio,Columbus,43750,35,2788
Amazon,Midwest,Ohio,Columbus,62300,40,2788
Amazon,Midwest,Ohio,Columbus,130000,40,2788
Amazon,Midwest,Ohio,Columbus,133000,35,2788
Amazon,Midwest,Ohio,Columbus,230000,50,2788
Amazon,Midwest,Ohio,Columbus,247500,40,2788
Amazon,Midwest,Ohio,Columbus,142188,35,2788
West Gear,Midwest,Ohio,Columbus,149500,40,3199
West Gear,Midwest,Ohio,Columbus,136500,40,3199
West Gear,Midwest,Ohio,Columbus,137813,35,3199
West Gear,Midwest,Ohio,Columbus,250000,50,3199
Amazon,Midwest,Ohio,Columbus,80000,40,2788
Amazon,Midwest,Ohio,Columbus,42000,35,2788
Amazon,Midwest,Ohio,Columbus,36000,40,2788
Amazon,Midwest,Ohio,Columbus,21000,40,2788
Amazon,Midwest,Ohio,Columbus,35000,35,2788
Amazon,Midwest,Ohio,Columbus,48000,40,2788
Amazon,Midwest,Ohio,Columbus,88000,40,2788
Amazon,Midwest,Ohio,Columbus,28000,35,2788
Amazon,Midwest,Ohio,Columbus,30000,40,2788
Amazon,Southeast,Kentucky,Louisville,17500,40,2788
Amazon,Southeast,Kentucky,Louisville,35000,35,2788
Amazon,Southeast,Kentucky,Louisville,48000,40,2788
Amazon,Southeast,Kentucky,Louisville,93600,40,2788
Amazon,Southeast,Kentucky,Louisville,35438,35,2788
Amazon,Southeast,Kentucky,Louisville,35000,40,2788
Amazon,Southeast,Kentucky,Louisville,16000,40,2788
Amazon,Southeast,Kentucky,Louisville,28875,35,2788
Amazon,Southeast,Kentucky,Louisville,45000,40,2788
Amazon,Southeast,Kentucky,Louisville,85500,40,2788
Amazon,Southeast,Kentucky,Louisville,27563,35,2788
Amazon,Southeast,Kentucky,Louisville,28000,40,2788
Amazon,Southeast,Kentucky,Louisville,18000,40,2788
Amazon,Southeast,Kentucky,Louisville,21875,35,2788
Amazon,Southeast,Kentucky,Louisville,40000,40,2788
Amazon,Southeast,Kentucky,Louisville,104000,40,2788
Amazon,Southeast,Kentucky,Louisville,35438,35,2788
Amazon,Southeast,Kentucky,Louisville,32000,40,2788
Amazon,Southeast,Kentucky,Louisville,20000,40,2788
Amazon,Southeast,Kentucky,Louisville,26250,35,2788
Amazon,Southeast,Kentucky,Louisville,60500,40,2788
Amazon,Southeast,Kentucky,Louisville,84000,40,2788
Amazon,Southeast,Kentucky,Louisville,33688,35,2788
Amazon,Southeast,Kentucky,Louisville,27000,40,2788
Amazon,Southeast,Kentucky,Louisville,24000,40,2788
Amazon,Southeast,Kentucky,Louisville,35000,35,2788
Amazon,Southeast,Kentucky,Louisville,82500,40,2788
Amazon,Southeast,Kentucky,Louisville,120000,40,2788
Amazon,Southeast,Kentucky,Louisville,55125,35,2788
Amazon,Southeast,Kentucky,Louisville,44000,40,2788
Amazon,Southeast,Kentucky,Louisville,36000,40,2788
Amazon,Southeast,Kentucky,Louisville,43750,35,2788
Amazon,Southeast,Kentucky,Louisville,93500,40,2788
Amazon,Southeast,Kentucky,Louisville,115000,40,2788
Amazon,Southeast,Kentucky,Louisville,55125,35,2788
Amazon,Southeast,Kentucky,Louisville,44000,40,2788
Amazon,Southeast,Kentucky,Louisville,40000,40,2788
Amazon,Southeast,Kentucky,Louisville,39375,35,2788
Amazon,Southeast,Kentucky,Louisville,88000,40,2788
Amazon,Southeast,Kentucky,Louisville,105000,40,2788
Amazon,Southeast,Kentucky,Louisville,51188,35,2788
Amazon,Southeast,Kentucky,Louisville,31500,40,2788
Amazon,Southeast,Kentucky,Louisville,28000,40,2788
Amazon,Southeast,Kentucky,Louisville,31500,35,2788
Amazon,Southeast,Kentucky,Louisville,55000,40,2788
Amazon,Southeast,Kentucky,Louisville,99000,40,2788
Amazon,Southeast,Kentucky,Louisville,43313,35,2788
Amazon,Southeast,Kentucky,Louisville,31500,40,2788
Amazon,Southeast,Kentucky,Louisville,27000,40,2788
Amazon,Southeast,Kentucky,Louisville,28875,35,2788
Amazon,Southeast,Kentucky,Louisville,60500,40,2788
Amazon,Southeast,Kentucky,Louisville,85000,40,2788
Amazon,Southeast,Kentucky,Louisville,38500,35,2788
Amazon,Southeast,Kentucky,Louisville,39600,40,2788
Foot Locker,Southeast,Kentucky,Louisville,44000,40,3004
Foot Locker,Southeast,Kentucky,Louisville,39813,35,3004
Foot Locker,Southeast,Kentucky,Louisville,77000,40,3004
Foot Locker,Southeast,Kentucky,Louisville,136500,40,3004
Foot Locker,Southeast,Kentucky,Louisville,62563,35,3004
Foot Locker,Southeast,Kentucky,Louisville,60500,40,3004
Foot Locker,Southeast,Kentucky,Louisville,45000,40,3004
Foot Locker,Southeast,Kentucky,Louisville,47250,35,3004
Foot Locker,Southeast,Kentucky,Louisville,84500,40,3004
Foot Locker,Southeast,Kentucky,Louisville,87000,40,3004
Foot Locker,Southeast,Kentucky,Louisville,55125,35,3004
Foot Locker,Southeast,Kentucky,Louisville,42000,40,3004
Foot Locker,Southeast,Kentucky,Louisville,37500,40,3004
Foot Locker,Southeast,Kentucky,Louisville,59500,35,3004
Foot Locker,Southeast,Kentucky,Louisville,78750,50,3004
Foot Locker,Southeast,Kentucky,Louisville,93000,40,3004
Foot Locker,Southeast,Kentucky,Louisville,44625,35,3004
Foot Locker,Southeast,Kentucky,Louisville,38000,40,3004
Foot Locker,South,Mississippi,Jackson,32500,40,3004
Foot Locker,South,Mississippi,Jackson,56000,35,3004
Foot Locker,South,Mississippi,Jackson,62500,50,3004
Foot Locker,South,Mississippi,Jackson,72000,40,3004
Foot Locker,South,Mississippi,Jackson,35000,35,3004
Foot Locker,South,Mississippi,Jackson,25500,40,3004
Foot Locker,South,Mississippi,Jackson,22000,40,3004
Foot Locker,South,Mississippi,Jackson,39813,35,3004
Foot Locker,South,Mississippi,Jackson,53125,50,3004
Foot Locker,South,Mississippi,Jackson,67500,40,3004
Foot Locker,South,Mississippi,Jackson,32813,35,3004
Foot Locker,South,Mississippi,Jackson,22500,40,3004
Foot Locker,South,Mississippi,Jackson,24000,40,3004
Foot Locker,South,Mississippi,Jackson,45500,35,3004
Foot Locker,South,Mississippi,Jackson,71250,50,3004
Foot Locker,South,Mississippi,Jackson,119200,40,3004
Foot Locker,South,Mississippi,Jackson,63000,35,3004
Foot Locker,South,Mississippi,Jackson,59500,40,3004
Foot Locker,South,Mississippi,Jackson,52500,40,3004
Foot Locker,South,Mississippi,Jackson,63000,35,3004
Foot Locker,South,Mississippi,Jackson,125000,50,3004
Foot Locker,South,Mississippi,Jackson,135000,40,3004
Foot Locker,South,Mississippi,Jackson,70000,35,3004
Foot Locker,South,Mississippi,Jackson,85500,40,3004
Foot Locker,South,Mississippi,Jackson,81000,40,3004
Foot Locker,South,Mississippi,Jackson,94500,35,3004
Foot Locker,South,Mississippi,Jackson,203125,50,3004
Foot Locker,South,Mississippi,Jackson,204000,40,3004
Walmart,South,Mississippi,Jackson,115500,35,7802
Walmart,South,Mississippi,Jackson,105000,40,7802
Walmart,South,Mississippi,Jackson,95000,40,7802
Walmart,South,Mississippi,Jackson,105000,35,7802
Walmart,South,Mississippi,Jackson,219375,50,7802
Walmart,South,Mississippi,Jackson,198000,40,7802
Walmart,South,Mississippi,Jackson,115500,35,7802
Walmart,South,Mississippi,Jackson,105000,40,7802
Walmart,South,Mississippi,Jackson,76000,40,7802
Walmart,South,Mississippi,Jackson,78750,35,7802
Walmart,South,Mississippi,Jackson,171875,50,7802
Walmart,South,Mississippi,Jackson,145000,40,7802
Walmart,South,Mississippi,Jackson,82688,35,7802
Walmart,South,Mississippi,Jackson,34000,40,7802
Walmart,South,Mississippi,Jackson,32000,40,7802
Walmart,South,Mississippi,Jackson,42000,35,7802
Walmart,South,Mississippi,Jackson,87500,50,7802
Walmart,South,Mississippi,Jackson,94500,40,7802
Walmart,South,Mississippi,Jackson,43750,35,7802
Walmart,South,Mississippi,Jackson,37500,40,7802
Walmart,South,Mississippi,Jackson,35000,40,7802
Walmart,South,Mississippi,Jackson,42875,35,7802
Sports Direct,South,Mississippi,Jackson,83125,50,2164
Sports Direct,South,Mississippi,Jackson,75000,40,2164
Sports Direct,South,Mississippi,Jackson,31500,35,2164
Sports Direct,South,Mississippi,Jackson,47400,40,2164
Sports Direct,South,Mississippi,Jackson,108000,40,2164
Sports Direct,South,Mississippi,Jackson,111563,35,2164
Sports Direct,South,Mississippi,Jackson,196875,50,2164
Sports Direct,South,Mississippi,Jackson,217000,40,2164
Sports Direct,South,Mississippi,Jackson,120750,35,2164
Sports Direct,South,Mississippi,Jackson,126000,40,2164
Sports Direct,South,Mississippi,Jackson,114000,40,2164
Sports Direct,South,Mississippi,Jackson,116375,35,2164
Sports Direct,South,Mississippi,Jackson,215625,50,2164
Sports Direct,South,Mississippi,Jackson,65000,40,2164
Sports Direct,South,Mississippi,Jackson,39375,35,2164
Sports Direct,South,Mississippi,Jackson,27000,40,2164
Sports Direct,South,Mississippi,Jackson,24000,40,2164
Sports Direct,South,Mississippi,Jackson,42875,35,2164
Sports Direct,South,Mississippi,Jackson,45000,40,2164
Sports Direct,South,Mississippi,Jackson,70000,40,2164
Sports Direct,South,Mississippi,Jackson,30625,35,2164
Sports Direct,South,Mississippi,Jackson,24000,40,2164
Walmart,South,Arkansas,Little Rock,20000,40,7802
Walmart,South,Arkansas,Little Rock,39813,35,7802
Walmart,South,Arkansas,Little Rock,34000,40,7802
Walmart,South,Arkansas,Little Rock,51600,40,7802
Walmart,South,Arkansas,Little Rock,22750,35,7802
Walmart,South,Arkansas,Little Rock,14000,40,7802
Walmart,South,Arkansas,Little Rock,16000,40,7802
Walmart,South,Arkansas,Little Rock,30625,35,7802
Walmart,South,Arkansas,Little Rock,35000,40,7802
Walmart,South,Arkansas,Little Rock,60000,40,7802
Walmart,South,Arkansas,Little Rock,26250,35,7802
Walmart,South,Arkansas,Little Rock,18000,40,7802
Walmart,South,Arkansas,Little Rock,18000,40,7802
Walmart,South,Arkansas,Little Rock,35000,35,7802
Walmart,South,Arkansas,Little Rock,48000,40,7802
Walmart,South,Arkansas,Little Rock,107200,40,7802
Walmart,South,Arkansas,Little Rock,52500,35,7802
Walmart,South,Arkansas,Little Rock,49000,40,7802
Walmart,South,Arkansas,Little Rock,42000,40,7802
Walmart,South,Arkansas,Little Rock,51188,35,7802
Walmart,South,Arkansas,Little Rock,76500,40,7802
Walmart,South,Arkansas,Little Rock,108000,40,7802
Walmart,South,Arkansas,Little Rock,52063,35,7802
Walmart,South,Arkansas,Little Rock,64000,40,7802
Walmart,South,Arkansas,Little Rock,60000,40,7802
Walmart,South,Arkansas,Little Rock,72188,35,7802
Walmart,South,Arkansas,Little Rock,132000,40,7802
Walmart,South,Arkansas,Little Rock,170500,40,7802
Walmart,South,Arkansas,Little Rock,91875,35,7802
Walmart,South,Arkansas,Little Rock,81000,40,7802
Walmart,South,Arkansas,Little Rock,72000,40,7802
Walmart,South,Arkansas,Little Rock,89250,35,7802
Walmart,South,Arkansas,Little Rock,156000,40,7802
Walmart,South,Arkansas,Little Rock,180000,40,7802
Walmart,South,Arkansas,Little Rock,101063,35,7802
Walmart,South,Arkansas,Little Rock,90000,40,7802
Walmart,South,Arkansas,Little Rock,64000,40,7802
Walmart,South,Arkansas,Little Rock,65625,35,7802
Walmart,South,Arkansas,Little Rock,121000,40,7802
Walmart,South,Arkansas,Little Rock,130000,40,7802
Walmart,South,Arkansas,Little Rock,63000,35,7802
Walmart,South,Arkansas,Little Rock,21000,40,7802
Walmart,South,Arkansas,Little Rock,19500,40,7802
Walmart,South,Arkansas,Little Rock,28438,35,7802
Walmart,South,Arkansas,Little Rock,51000,40,7802
Walmart,South,Arkansas,Little Rock,72000,40,7802
Walmart,South,Arkansas,Little Rock,29750,35,7802
Walmart,South,Arkansas,Little Rock,24000,40,7802
Walmart,South,Arkansas,Little Rock,22000,40,7802
Walmart,South,Arkansas,Little Rock,28875,35,7802
West Gear,South,Arkansas,Little Rock,48000,40,3199
West Gear,South,Arkansas,Little Rock,55000,40,3199
West Gear,South,Arkansas,Little Rock,19688,35,3199
West Gear,South,Arkansas,Little Rock,32000,40,3199
West Gear,South,Arkansas,Little Rock,82500,40,3199
West Gear,South,Arkansas,Little Rock,91875,35,3199
West Gear,South,Arkansas,Little Rock,135000,40,3199
West Gear,South,Arkansas,Little Rock,196000,40,3199
West Gear,South,Arkansas,Little Rock,105000,35,3199
West Gear,South,Arkansas,Little Rock,108000,40,3199
West Gear,South,Arkansas,Little Rock,96000,40,3199
West Gear,South,Arkansas,Little Rock,98000,35,3199
West Gear,South,Arkansas,Little Rock,150000,40,3199
West Gear,South,Arkansas,Little Rock,57500,40,3199
West Gear,South,Arkansas,Little Rock,32813,35,3199
West Gear,South,Arkansas,Little Rock,22500,40,3199
West Gear,South,Arkansas,Little Rock,18000,40,3199
West Gear,South,Arkansas,Little Rock,33688,35,3199
West Gear,South,Arkansas,Little Rock,37500,40,3199
West Gear,South,Arkansas,Little Rock,62500,40,3199
West Gear,South,Arkansas,Little Rock,24063,35,3199
West Gear,South,Arkansas,Little Rock,19500,40,3199
West Gear,South,Oklahoma,Oklahoma City,14000,40,3199
West Gear,South,Oklahoma,Oklahoma City,30625,35,3199
West Gear,South,Oklahoma,Oklahoma City,28000,40,3199
West Gear,South,Oklahoma,Oklahoma City,45600,40,3199
West Gear,South,Oklahoma,Oklahoma City,17500,35,3199
West Gear,South,Oklahoma,Oklahoma City,11000,40,3199
West Gear,South,Oklahoma,Oklahoma City,10000,40,3199
West Gear,South,Oklahoma,Oklahoma City,21438,35,3199
West Gear,South,Oklahoma,Oklahoma City,27500,40,3199
West Gear,South,Oklahoma,Oklahoma City,52500,40,3199
West Gear,South,Oklahoma,Oklahoma City,19688,35,3199
West Gear,South,Oklahoma,Oklahoma City,13500,40,3199
West Gear,South,Oklahoma,Oklahoma City,12000,40,3199
West Gear,South,Oklahoma,Oklahoma City,24500,35,3199
West Gear,South,Oklahoma,Oklahoma City,39000,40,3199
West Gear,South,Oklahoma,Oklahoma City,95200,40,3199
West Gear,South,Oklahoma,Oklahoma City,42000,35,3199
West Gear,South,Oklahoma,Oklahoma City,38500,40,3199
West Gear,South,Oklahoma,Oklahoma City,31500,40,3199
West Gear,South,Oklahoma,Oklahoma City,39375,35,3199
West Gear,South,Oklahoma,Oklahoma City,63000,40,3199
West Gear,South,Oklahoma,Oklahoma City,96000,40,3199
West Gear,South,Oklahoma,Oklahoma City,42875,35,3199
West Gear,South,Oklahoma,Oklahoma City,52000,40,3199
West Gear,South,Oklahoma,Oklahoma City,48000,40,3199
West Gear,South,Oklahoma,Oklahoma City,57750,35,3199
West Gear,South,Oklahoma,Oklahoma City,114000,40,3199
West Gear,South,Oklahoma,Oklahoma City,154000,40,3199
West Gear,South,Oklahoma,Oklahoma City,78750,35,3199
West Gear,South,Oklahoma,Oklahoma City,67500,40,3199
West Gear,South,Oklahoma,Oklahoma City,58500,40,3199
West Gear,South,Oklahoma,Oklahoma City,73500,35,3199
West Gear,South,Oklahoma,Oklahoma City,136500,40,3199
West Gear,South,Oklahoma,Oklahoma City,162000,40,3199
West Gear,South,Oklahoma,Oklahoma City,86625,35,3199
West Gear,South,Oklahoma,Oklahoma City,75000,40,3199
West Gear,South,Oklahoma,Oklahoma City,52000,40,3199
West Gear,South,Oklahoma,Oklahoma City,52500,35,3199
West Gear,South,Oklahoma,Oklahoma City,104500,40,3199
West Gear,South,Oklahoma,Oklahoma City,115000,40,3199
West Gear,South,Oklahoma,Oklahoma City,52500,35,3199
West Gear,South,Oklahoma,Oklahoma City,16500,40,3199
West Gear,South,Oklahoma,Oklahoma City,15000,40,3199
West Gear,South,Oklahoma,Oklahoma City,21875,35,3199
West Gear,South,Oklahoma,Oklahoma City,42000,40,3199
West Gear,South,Oklahoma,Oklahoma City,63000,40,3199
West Gear,South,Oklahoma,Oklahoma City,24500,35,3199
West Gear,South,Oklahoma,Oklahoma City,18000,40,3199
West Gear,South,Oklahoma,Oklahoma City,16000,40,3199
West Gear,South,Oklahoma,Oklahoma City,21000,35,3199
Kohl's,South,Oklahoma,Oklahoma City,39000,40,5427
Kohl's,South,Oklahoma,Oklahoma City,47500,40,5427
Kohl's,South,Oklahoma,Oklahoma City,15750,35,5427
Kohl's,South,Oklahoma,Oklahoma City,24500,40,5427
Kohl's,South,Oklahoma,Oklahoma City,66000,40,5427
Kohl's,South,Oklahoma,Oklahoma City,72188,35,5427
Kohl's,South,Oklahoma,Oklahoma City,112500,40,5427
Kohl's,South,Oklahoma,Oklahoma City,175000,40,5427
Kohl's,South,Oklahoma,Oklahoma City,89250,35,5427
Kohl's,South,Oklahoma,Oklahoma City,90000,40,5427
Kohl's,South,Oklahoma,Oklahoma City,78000,40,5427
Kohl's,South,Oklahoma,Oklahoma City,79625,35,5427
Kohl's,South,Oklahoma,Oklahoma City,127500,40,5427
Kohl's,South,Oklahoma,Oklahoma City,48125,35,5427
Kohl's,South,Oklahoma,Oklahoma City,30625,35,5427
Kohl's,South,Oklahoma,Oklahoma City,18375,35,5427
Kohl's,South,Oklahoma,Oklahoma City,14000,35,5427
Kohl's,South,Oklahoma,Oklahoma City,30625,35,5427
Kohl's,South,Oklahoma,Oklahoma City,30625,35,5427
Kohl's,South,Oklahoma,Oklahoma City,52500,35,5427
Kohl's,South,Oklahoma,Oklahoma City,21875,35,5427
Kohl's,South,Oklahoma,Oklahoma City,15750,35,5427
Kohl's,Midwest,Kansas,Wichita,10500,35,5427
Kohl's,Midwest,Kansas,Wichita,27563,35,5427
Kohl's,Midwest,Kansas,Wichita,22750,35,5427
Kohl's,Midwest,Kansas,Wichita,38150,35,5427
Kohl's,Midwest,Kansas,Wichita,15750,35,5427
Kohl's,Midwest,Kansas,Wichita,8750,35,5427
Kohl's,Midwest,Kansas,Wichita,7000,35,5427
Kohl's,Midwest,Kansas,Wichita,18375,35,5427
Kohl's,Midwest,Kansas,Wichita,21875,35,5427
Kohl's,Midwest,Kansas,Wichita,43750,35,5427
Kohl's,Midwest,Kansas,Wichita,17500,35,5427
Kohl's,Midwest,Kansas,Wichita,10500,35,5427
Kohl's,Midwest,Kansas,Wichita,8750,35,5427
Kohl's,Midwest,Kansas,Wichita,21000,35,5427
Kohl's,Midwest,Kansas,Wichita,31500,35,5427
Kohl's,Midwest,Kansas,Wichita,79800,35,5427
Kohl's,Midwest,Kansas,Wichita,38500,35,5427
Kohl's,Midwest,Kansas,Wichita,30625,35,5427
Kohl's,Midwest,Kansas,Wichita,24500,35,5427
Kohl's,Midwest,Kansas,Wichita,35438,35,5427
Kohl's,Midwest,Kansas,Wichita,51188,35,5427
Kohl's,Midwest,Kansas,Wichita,80500,35,5427
Kohl's,Midwest,Kansas,Wichita,39813,35,5427
Kohl's,Midwest,Kansas,Wichita,42000,35,5427
Kohl's,Midwest,Kansas,Wichita,38500,35,5427
Kohl's,Midwest,Kansas,Wichita,52938,35,5427
Kohl's,Midwest,Kansas,Wichita,94500,35,5427
Kohl's,Midwest,Kansas,Wichita,129938,35,5427
Kohl's,Midwest,Kansas,Wichita,74375,35,5427
Kohl's,Midwest,Kansas,Wichita,55125,35,5427
Kohl's,Midwest,Kansas,Wichita,47250,35,5427
Kohl's,Midwest,Kansas,Wichita,68250,35,5427
Kohl's,Midwest,Kansas,Wichita,113750,35,5427
Kohl's,Midwest,Kansas,Wichita,136500,35,5427
Kohl's,Midwest,Kansas,Wichita,81813,35,5427
Kohl's,Midwest,Kansas,Wichita,61250,35,5427
Kohl's,Midwest,Kansas,Wichita,42000,35,5427
Kohl's,Midwest,Kansas,Wichita,48125,35,5427
Kohl's,Midwest,Kansas,Wichita,86625,35,5427
Kohl's,Midwest,Kansas,Wichita,96250,35,5427
Kohl's,Midwest,Kansas,Wichita,49000,35,5427
Kohl's,Midwest,Kansas,Wichita,13125,35,5427
Kohl's,Midwest,Kansas,Wichita,11813,35,5427
Kohl's,Midwest,Kansas,Wichita,19688,35,5427
Kohl's,Midwest,Kansas,Wichita,34125,35,5427
Kohl's,Midwest,Kansas,Wichita,52500,35,5427
Kohl's,Midwest,Kansas,Wichita,22750,35,5427
Kohl's,Midwest,Kansas,Wichita,14000,35,5427
Kohl's,Midwest,Kansas,Wichita,12250,35,5427
Kohl's,Midwest,Kansas,Wichita,18375,35,5427
Foot Locker,Midwest,Kansas,Wichita,31500,35,3004
Foot Locker,Midwest,Kansas,Wichita,39375,35,3004
Foot Locker,Midwest,Kansas,Wichita,14438,35,3004
Foot Locker,Midwest,Kansas,Wichita,19250,35,3004
Foot Locker,Midwest,Kansas,Wichita,52938,35,3004
Foot Locker,Midwest,Kansas,Wichita,65625,35,3004
Foot Locker,Midwest,Kansas,Wichita,91875,35,3004
Foot Locker,Midwest,Kansas,Wichita,147000,35,3004
Foot Locker,Midwest,Kansas,Wichita,84000,35,3004
Foot Locker,Midwest,Kansas,Wichita,73500,35,3004
Foot Locker,Midwest,Kansas,Wichita,63000,35,3004
Foot Locker,Midwest,Kansas,Wichita,73500,35,3004
Foot Locker,Midwest,Kansas,Wichita,105000,35,3004
Foot Locker,Midwest,Kansas,Wichita,66500,35,3004
Foot Locker,Midwest,Kansas,Wichita,33000,30,3004
Foot Locker,Midwest,Kansas,Wichita,24750,30,3004
Foot Locker,Midwest,Kansas,Wichita,13125,30,3004
Foot Locker,Midwest,Kansas,Wichita,30625,35,3004
Foot Locker,Midwest,Kansas,Wichita,44000,40,3004
Foot Locker,Midwest,Kansas,Wichita,73500,35,3004
Foot Locker,Midwest,Kansas,Wichita,21000,30,3004
Foot Locker,Midwest,Kansas,Wichita,20250,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,10500,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,30625,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,38500,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,69300,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,24000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,20250,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,7875,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,21875,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,36000,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,63000,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,18000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,13500,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,7875,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,21000,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,45000,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,103950,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,30000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,23625,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,13500,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,24063,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,60000,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,78750,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,30000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,21000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,18375,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,27563,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,71500,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,96250,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,40500,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,27000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,21000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,35000,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,82500,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,91875,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,40500,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,27000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,24000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,30625,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,77000,40,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,74813,35,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,33000,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,18375,30,3004
Foot Locker,Midwest,South Dakota,Sioux Falls,15750,30,3004
